['1', '杨晓华', '私募证券投资基金管理人', '上海市', 'P1000182', '2011-03-15', '2014-03-17']
['19', '陈宇旋', '私募股权、创业投资基金管理人', '深圳市', 'P1014036', '2015-01-06', '2015-05-21']
['20', '詹世乾', '私募股权、创业投资基金管理人', '广东省', 'P1014037', '2015-01-08', '2015-05-21']
['1', '张超', '私募股权、创业投资基金管理人', '上海市', 'P1014038', '2015-04-22', '2015-05-21']
['2', '黄青山', '私募股权、创业投资基金管理人', '重庆市', 'P1014042', '2013-04-15', '2015-05-21']
['3', '何炎坤', '私募股权、创业投资基金管理人', '深圳市', 'P1014043', '2015-01-26', '2015-05-21']
['4', '鄂立新', '私募股权、创业投资基金管理人', '上海市', 'P1014044', '2011-02-15', '2015-05-21']
['5', '王永华', '私募股权、创业投资基金管理人', '北京市', 'P1014047', '2015-04-14', '2015-05-21']
['6', '朱旭东', '上海市', 'P1014050', '2013-10-30', '2015-05-21']
['7', '方晶', '私募证券投资基金管理人', '江苏省', 'P1014055', '2015-04-07', '2015-05-21']
['8', '索瑜', '私募股权、创业投资基金管理人', '上海市', 'P1014056', '2014-11-21', '2015-05-21']
['9', '袁大伟', '私募证券投资基金管理人', '上海市', 'P1014057', '2014-02-26', '2015-05-21']
['10', '冯天刚', '私募证券投资基金管理人', '北京市', 'P1014058', '2014-12-08', '2015-05-21']
['11', '刘慧敏', '私募股权、创业投资基金管理人', '西藏自治区', 'P1014063', '2015-05-05', '2015-05-21']
['12', '王可', '其他私募投资基金管理人', '上海市', 'P1014064', '2013-10-24', '2015-05-21']
['13', '陈德富', '私募股权、创业投资基金管理人', '福建省', 'P1014065', '2013-08-02', '2015-05-21']
['14', '汪忠远', '私募证券投资基金管理人', '深圳市', 'P1014067', '2015-01-22', '2015-05-21']
['15', '赵振华', '私募股权、创业投资基金管理人', '北京市', 'P1014071', '2015-03-24', '2015-05-21']
['16', '杨智锋', '私募证券投资基金管理人', '北京市', 'P1014072', '2015-02-09', '2015-05-21']
['17', '应金米', '其他私募投资基金管理人', '上海市', 'P1014074', '2014-11-10', '2015-05-21']
['18', '邱志德', '私募证券投资基金管理人', '深圳市', 'P1014075', '2015-04-27', '2015-05-21']
['19', '宾国强', '私募证券投资基金管理人', '深圳市', 'P1014076', '2015-04-29', '2015-05-21']
['20', '邓小江', '私募证券投资基金管理人', '上海市', 'P1014079', '2013-08-30', '2015-05-21']
['1', '罗伟', '私募证券投资基金管理人', '深圳市', 'P1014080', '2015-04-21', '2015-05-21']
['2', '王立东', '私募股权、创业投资基金管理人', '北京市', 'P1014086', '2015-01-14', '2015-05-21']
['3', '洪育鹏', '厦门市', 'P1014087', '2012-10-31', '2015-05-21']
['4', '张浩', '私募股权、创业投资基金管理人', '上海市', 'P1014089', '2014-07-14', '2015-05-21']
['5', '吴婷', '私募证券投资基金管理人', '湖北省', 'P1014090', '2015-04-23', '2015-05-21']
['6', '周慧玲', '私募证券投资基金管理人', '深圳市', 'P1014092', '2015-04-15', '2015-05-21']
['7', '邵锟', '私募股权、创业投资基金管理人', '浙江省', 'P1014095', '2014-11-10', '2015-05-21']
['8', '强帅', '私募股权、创业投资基金管理人', '北京市', 'P1014096', '2015-03-17', '2015-05-21']
['9', '李丹', '私募证券投资基金管理人', '上海市', 'P1014097', '2015-04-13', '2015-05-21']
['10', '黄海洲', '其他私募投资基金管理人', '深圳市', 'P1014098', '2014-11-24', '2015-05-21']
['11', '杨磊', '私募股权、创业投资基金管理人', '北京市', 'P1014100', '2014-03-10', '2015-05-21']
['12', '董彦言', '私募股权、创业投资基金管理人', '深圳市', 'P1014101', '2015-03-06', '2015-05-21']
['13', '赵立康', '私募证券投资基金管理人', '北京市', 'P1014104', '2014-05-19', '2015-05-21']
['14', '欧光耀', '私募股权、创业投资基金管理人', '北京市', 'P1014105', '2012-07-26', '2015-05-21']
['15', '吕超', '私募股权、创业投资基金管理人', '浙江省', 'P1014287', '2014-08-14', '2015-05-28']
['16', '翁磊钢', '私募股权、创业投资基金管理人', '上海市', 'P1014337', '2014-01-30', '2015-05-28']
['17', '李统钻', '私募股权、创业投资基金管理人', '上海市', 'P1014341', '2014-07-21', '2015-05-28']
['18', '姚岱霞', '私募股权、创业投资基金管理人', '深圳市', 'P1014342', '2012-03-21', '2015-05-28']
['19', '何军', '私募股权、创业投资基金管理人', '北京市', 'P1014344', '2009-11-16', '2015-05-28']
['20', '骞婧', '私募证券投资基金管理人', '上海市', 'P1014346', '2014-03-10', '2015-05-28']
['1', '张弛', '湖北省', 'P1014347', '2014-12-15', '2015-05-28']
['2', '刘渭红', '私募证券投资基金管理人', '陕西省', 'P1014349', '2010-11-12', '2015-05-28']
['3', '耿旭', '私募证券投资基金管理人', '北京市', 'P1014351', '2014-05-19', '2015-05-28']
['4', '应叶萍', '私募股权、创业投资基金管理人', '浙江省', 'P1014352', '2015-02-06', '2015-05-28']
['5', '黄东', '其他私募投资基金管理人', '广东省', 'P1014354', '2015-04-24', '2015-05-28']
['6', '庞少波', '浙江省', 'P1014355', '2015-04-07', '2015-05-28']
['7', '平涛', '私募证券投资基金管理人', '北京市', 'P1014356', '2015-03-11', '2015-05-28']
['8', '曹锋', '私募证券投资基金管理人', '深圳市', 'P1014357', '2008-04-29', '2015-05-28']
['9', '于建辉', '私募股权、创业投资基金管理人', '北京市', 'P1014361', '2012-03-15', '2015-05-28']
['10', '张亦尘', '私募股权、创业投资基金管理人', '深圳市', 'P1014362', '2014-10-21', '2015-05-28']
['11', '李建雄', '私募股权、创业投资基金管理人', '江苏省', 'P1014363', '2013-07-24', '2015-05-28']
['12', '江文昭', '私募股权、创业投资基金管理人', '上海市', 'P1014364', '2012-07-02', '2015-05-28']
['13', '刘峻', '私募证券投资基金管理人', '深圳市', 'P1014366', '2015-01-06', '2015-05-28']
['14', '桂志强', '上海市', 'P1014367', '2015-04-29', '2015-05-28']
['15', '阎嘉', '私募证券投资基金管理人', '北京市', 'P1014369', '2015-04-16', '2015-05-28']
['16', '周欣', '私募股权、创业投资基金管理人', '西藏自治区', 'P1014370', '2010-06-12', '2015-05-28']
['17', '杜昌勇', '私募证券投资基金管理人', '上海市', 'P1014376', '2015-05-18', '2015-05-28']
['18', '詹凌蔚', '私募证券投资基金管理人', '北京市', 'P1014377', '2015-05-12', '2015-05-28']
['19', '徐锦荣', '私募股权、创业投资基金管理人', '江苏省', 'P1014378', '2015-02-09', '2015-05-28']
['20', '王一诚', '私募证券投资基金管理人', '上海市', 'P1014381', '2015-04-05', '2015-05-28']
['1', '郑必林', '其他私募投资基金管理人', '福建省', 'P1014383', '2004-04-21', '2015-05-28']
['2', '沈卫平', '私募证券投资基金管理人', '上海市', 'P1014385', '2015-04-30', '2015-05-28']
['3', '赵珏龙', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1014386', '2015-04-30', '2015-05-28']
['4', '汪超涌', '私募股权、创业投资基金管理人', '北京市', 'P1014388', '2012-06-08', '2015-05-28']
['5', '赵大陆', '私募股权、创业投资基金管理人', '上海市', 'P1014389', '2014-07-11', '2015-05-28']
['6', '苏航', '私募股权、创业投资基金管理人', '上海市', 'P1014390', '2015-04-08', '2015-05-28']
['7', '付忠杰', '私募股权、创业投资基金管理人', '北京市', 'P1014391', '2014-05-21', '2015-05-28']
['8', '姚勇', '私募证券投资基金管理人', '北京市', 'P1014393', '2015-04-27', '2015-05-28']
['9', '刘玉星', '私募股权、创业投资基金管理人', '山东省', 'P1014396', '2004-07-14', '2015-05-28']
['10', '冉庆军', '私募股权、创业投资基金管理人', '山西省', 'P1014397', '2012-02-15', '2015-05-28']
['11', '李明晋', '私募证券投资基金管理人', '深圳市', 'P1014398', '2015-04-22', '2015-05-28']
['12', '王磊', '私募证券投资基金管理人', '上海市', 'P1014401', '2015-05-03', '2015-05-28']
['13', '王华', '私募证券投资基金管理人', '深圳市', 'P1014404', '2008-08-13', '2015-05-28']
['14', '常伟', '私募股权、创业投资基金管理人', '北京市', 'P1014405', '2006-06-02', '2015-05-28']
['15', '王申遥', '私募股权、创业投资基金管理人', '北京市', 'P1014406', '2015-02-09', '2015-05-28']
['16', '吴霞', '私募股权、创业投资基金管理人', '江苏省', 'P1014408', '2015-04-08', '2015-05-28']
['17', '李剑涛', '私募证券投资基金管理人', '北京市', 'P1014409', '2012-09-12', '2015-05-28']
['18', '李良斌', '私募股权、创业投资基金管理人', '深圳市', 'P1014410', '2015-05-13', '2015-05-28']
['19', '陈岱富', '私募股权、创业投资基金管理人', '北京市', 'P1014412', '2015-05-12', '2015-05-28']
['20', '刘畅', '私募证券投资基金管理人', '深圳市', 'P1014413', '2015-01-20', '2015-05-28']
['1', '刘彪', '私募股权、创业投资基金管理人', '江苏省', 'P1014414', '2014-09-10', '2015-05-28']
['2', '熊芬', '私募股权、创业投资基金管理人', '上海市', 'P1014418', '2015-04-22', '2015-05-28']
['3', '孔涛', '私募股权、创业投资基金管理人', '深圳市', 'P1014420', '2012-12-09', '2015-05-28']
['4', '费阳', '其他私募投资基金管理人', '江苏省', 'P1014424', '2015-03-20', '2015-05-28']
['5', '麦浩楠', '私募股权、创业投资基金管理人', '深圳市', 'P1014425', '2015-01-13', '2015-05-28']
['6', '陈闪', '私募股权、创业投资基金管理人', '上海市', 'P1014429', '2014-03-18', '2015-05-28']
['7', '代卫国', '私募股权、创业投资基金管理人', '上海市', 'P1014430', '2014-12-16', '2015-05-28']
['8', '青睿智', '私募股权、创业投资基金管理人', '深圳市', 'P1014438', '2014-06-03', '2015-05-28']
['9', '卞克', '私募股权、创业投资基金管理人', '西藏自治区', 'P1014441', '2007-10-08', '2015-05-28']
['10', '吴宗树', '私募证券投资基金管理人', '深圳市', 'P1014442', '2014-08-18', '2015-05-28']
['11', '莫祖明', '私募股权、创业投资基金管理人', '深圳市', 'P1014444', '2013-09-12', '2015-05-28']
['12', '朱咏民', '私募股权、创业投资基金管理人', '北京市', 'P1014445', '2014-04-28', '2015-05-28']
['13', '沈康', '私募股权、创业投资基金管理人', '上海市', 'P1014448', '2015-04-16', '2015-05-28']
['14', '李兴春', '私募证券投资基金管理人', '上海市', 'P1014451', '2014-09-17', '2015-05-28']
['15', '郭敏芳', '私募股权、创业投资基金管理人', '上海市', 'P1014453', '2015-01-20', '2015-05-28']
['16', '陈林', '上海市', 'P1014454', '2015-05-04', '2015-05-28']
['17', '邵东军', '私募股权、创业投资基金管理人', '北京市', 'P1014461', '2014-09-26', '2015-05-28']
['18', '詹佳珍', '私募股权、创业投资基金管理人', '浙江省', 'P1014462', '2015-03-26', '2015-05-28']
['19', '樊利平', '私募股权、创业投资基金管理人', '江苏省', 'P1014463', '2014-09-28', '2015-05-28']
['20', '周明', '私募证券投资基金管理人', '上海市', 'P1014471', '2010-07-12', '2015-05-28']
['1', '彭兴华', '私募证券投资基金管理人', '深圳市', 'P1014477', '2015-04-16', '2015-05-28']
['2', '辛曌', '私募证券投资基金管理人', '上海市', 'P1014484', '2015-04-29', '2015-05-28']
['3', '韩贺仁', '私募股权、创业投资基金管理人', '大连市', 'P1014486', '2013-04-24', '2015-05-28']
['4', '邓海强', '私募证券投资基金管理人', '深圳市', 'P1014489', '2015-03-24', '2015-05-28']
['5', '薛利斌', '私募证券投资基金管理人', '深圳市', 'P1014491', '2015-04-24', '2015-05-28']
['6', '方璐', '私募证券投资基金管理人', '上海市', 'P1014492', '2014-12-30', '2015-05-28']
['7', '汪凯明', '湖北省', 'P1014494', '2015-05-06', '2015-05-28']
['8', '左松林', '私募股权、创业投资基金管理人', '江苏省', 'P1014497', '2014-04-28', '2015-05-28']
['9', '王延良', '私募证券投资基金管理人', '山东省', 'P1014499', '2008-12-24', '2015-05-28']
['10', '兰宇', '私募股权、创业投资基金管理人', '深圳市', 'P1014500', '2015-05-13', '2015-05-28']
['11', '游炳俊', '私募证券投资基金管理人', '广东省', 'P1014505', '2001-05-14', '2015-05-28']
['12', '王亮', '宁波市', 'P1014506', '1992-10-20', '2015-05-28']
['13', '徐辉', '私募股权、创业投资基金管理人', '上海市', 'P1014508', '2011-07-05', '2015-05-28']
['14', '全锋', '私募证券投资基金管理人', '浙江省', 'P1014509', '2015-03-24', '2015-05-28']
['15', '韩雅琴', '私募股权、创业投资基金管理人', '北京市', 'P1014510', '2011-03-21', '2015-05-28']
['16', '陈曦', '私募股权、创业投资基金管理人', '深圳市', 'P1014511', '2013-10-18', '2015-05-28']
['17', '蔡雪平', '私募股权、创业投资基金管理人', '深圳市', 'P1014513', '2015-01-08', '2015-05-28']
['18', '陈俊', '私募证券投资基金管理人', '北京市', 'P1014515', '2015-04-23', '2015-05-28']
['19', '龚西娅', '私募股权、创业投资基金管理人', '北京市', 'P1014518', '2007-03-07', '2015-05-28']
['20', '项建中', '浙江省', 'P1014522', '2014-10-27', '2015-05-28']
['1', '尹华荣', '私募证券投资基金管理人', '深圳市', 'P1014524', '2015-04-22', '2015-05-28']
['2', '王挺', '私募证券投资基金管理人', '上海市', 'P1014526', '2015-05-05', '2015-05-28']
['3', '杨建辉', '私募股权、创业投资基金管理人', '北京市', 'P1014529', '2014-12-10', '2015-05-28']
['4', '冯涛', '私募股权、创业投资基金管理人', '上海市', 'P1014530', '1999-07-20', '2015-05-28']
['5', '郑文创', '私募证券投资基金管理人', '深圳市', 'P1014534', '2015-04-09', '2015-05-28']
['6', '李劭克', '私募股权、创业投资基金管理人', '北京市', 'P1014536', '2003-05-22', '2015-05-28']
['7', '武石柱', '私募证券投资基金管理人', '深圳市', 'P1014538', '2015-04-17', '2015-05-28']
['8', '祁晶', '私募股权、创业投资基金管理人', '天津市', 'P1014541', '2014-12-15', '2015-05-28']
['9', '王君辉', '私募证券投资基金管理人', '北京市', 'P1014542', '2015-03-26', '2015-05-28']
['10', '王晓力', '私募证券投资基金管理人', '北京市', 'P1014544', '2014-12-30', '2015-05-28']
['11', '高云天', '其他私募投资基金管理人', '上海市', 'P1014545', '2014-06-25', '2015-05-28']
['12', '马占宇', '私募股权、创业投资基金管理人', '宁夏回族自治区', 'P1014551', '2014-03-19', '2015-05-28']
['13', '冯利臣', '私募证券投资基金管理人', '大连市', 'P1014554', '2014-03-19', '2015-05-28']
['14', '王洪荣', '四川省', 'P1014559', '2014-03-06', '2015-05-28']
['15', '易力', '私募股权、创业投资基金管理人', '上海市', 'P1014560', '2014-03-10', '2015-05-28']
['16', '陈锐彬', '私募股权、创业投资基金管理人', '广东省', 'P1014565', '2014-12-25', '2015-05-28']
['17', '陆能', '私募证券投资基金管理人', '深圳市', 'P1014566', '2015-01-08', '2015-05-28']
['18', '张彦红', '江苏省', 'P1014567', '2008-09-16', '2015-05-28']
['19', '蔡雪平', '私募股权、创业投资基金管理人', '深圳市', 'P1014570', '2014-10-13', '2015-05-28']
['20', '解夕晨', '私募股权、创业投资基金管理人', '北京市', 'P1014572', '2015-04-07', '2015-05-28']
